order_id,order_placement_date,customer_id,product_id,order_qty
FJUL33420203,"Tuesday, July 01, 2025",789420,25891203,138
FJUL33420203,01-07-2025,789420,25891103,357
FJUL33420203,"Tuesday, July 01, 2025",789420,25891203,138
FJUL33421203,"Tuesday, July 01, 2025",789421,25891203,99
FJUL33421203,"Tuesday, July 01, 2025",789421,25891202,332
FJUL33421203,"Tuesday, July 01, 2025",789421,25891202,332
FJUL33520502,"Tuesday, July 01, 2025",789520,25891502,173
FJUL33520502,01-07-2025,789520,25891403,341
FJUL33520502,"Tuesday, July 01, 2025",789520,25891403,341
FJUL33703603,"Tuesday, July 01, 2025",789703,25891203,176
FJUL33703603,"Tuesday, July 01, 2025",789703,25891603,165
FJUL33703603,"Tuesday, July 01, 2025",789703,25891203,176
FJUL34102602,"Tuesday, July 01, 2025",789102,25891203,387
FJUL34102602,"Tuesday, July 01, 2025",789102,25891201,440
FJUL34102602,"Tuesday, July 01, 2025",789102,25891602,154
FJUL34103403,"Tuesday, July 01, 2025",789103,25891301,67
FJUL34103403,"Tuesday, July 01, 2025",789103,25891403,420
FJUL34103403,"Tuesday, July 01, 2025",INVALID,25891401,359
FJUL34321602,"Tuesday, July 01, 2025",789321,25891102,331
FJUL34321602,"Tuesday, July 01, 2025",789321,25891503,246
FJUL34321602,"Tuesday, July 01, 2025",INVALID,25891602,60
FJUL34401503,"Tuesday, July 01, 2025",789401,25891502,200
FJUL34401503,"Tuesday, July 01, 2025",789401,25891503,192
FJUL34401503,"Tuesday, July 01, 2025",789401,25891202,173
FJUL34420402,"Tuesday, July 01, 2025",789420,25891203,381
FJUL34420402,"Tuesday, July 01, 2025",789420,25891103,325
FJUL34420402,"Tuesday, July 01, 2025",INVALID,25891402,353
FJUL34520602,"Tuesday, July 01, 2025",INVALID,25891501,184
FJUL34520602,"Tuesday, July 01, 2025",789520,25891602,131
FJUL34520602,"Tuesday, July 01, 2025",789520,25891202,200
FJUL34702502,"Tuesday, July 01, 2025",789702,25891502,215
FJUL34702502,"Tuesday, July 01, 2025",789702,25891201,156
FJUL34702502,01-07-2025,789702,25891401,337
FJUL34702602,"Tuesday, July 01, 2025",789702,25891103,432
FJUL34702602,"Tuesday, July 01, 2025",789702,77777777,155
FJUL34702602,"Tuesday, July 01, 2025",789702,77777777,155
FJUL34703602,01-07-2025,789703,25891602,163
FJUL34703602,"Tuesday, July 01, 2025",789703,25891202,167
FJUL34703602,01-07-2025,789703,25891202,167
FJUL32102602,"Tuesday, July 01, 2025",789102,25891501,91
FJUL32102602,"Tuesday, July 01, 2025",789102,25891602,63
FJUL32103602,"Tuesday, July 01, 2025",ABC987,25891602,77
FJUL32103602,"Tuesday, July 01, 2025",ABC987,25891602,77
FJUL32121102,01-07-2025,789121,25891102,377
FJUL32121102,"Tuesday, July 01, 2025",789121,25891102,377
FJUL32202402,"Tuesday, July 01, 2025",789202,25891402,442
FJUL32202402,01-07-2025,789202,25891303,40
FJUL32220602,"Tuesday, July 01, 2025",789220,88888888,77
FJUL32220602,"Tuesday, July 01, 2025",789220,88888888,77
FJUL32221402,"Tuesday, July 01, 2025",789221,25891402,384
FJUL32221402,"Tuesday, July 01, 2025",789221,25891402,384
FJUL32301603,01-07-2025,789301,25891501,238
FJUL32301603,01-07-2025,789301,25891603,121
FJUL32320302,01-07-2025,789320,25891203,347
FJUL32320302,"Tuesday, July 01, 2025",789320,88888888,54
FJUL32402602,"Tuesday, July 01, 2025",789402,25891501,223
FJUL32402602,"Tuesday, July 01, 2025",789402,25891602,163
FJUL32420403,"Tuesday, July 01, 2025",789420,25891301,87
FJUL32420403,"Tuesday, July 01, 2025",789420,25891403,
FJUL32422401,"Tuesday, July 01, 2025",ABC987,25891103,317
FJUL32422401,"Tuesday, July 01, 2025",789422,25891401,342
FJUL32503401,"Tuesday, July 01, 2025",789503,25891102,367
FJUL32503401,"Tuesday, July 01, 2025",789503,25891401,449
FJUL32520603,"Tuesday, July 01, 2025",789520,25891402,258
FJUL32520603,"Tuesday, July 01, 2025",789520,25891603,64
FJUL32703401,"Tuesday, July 01, 2025",789703,25891101,492
FJUL32703401,"Tuesday, July 01, 2025",789703,25891401,234
FJUL32720302,"Tuesday, July 01, 2025",789720,25891302,49
FJUL32720302,"Tuesday, July 01, 2025",789720,25891102,402
FJUL32902402,"Tuesday, July 01, 2025",789902,25891302,70
FJUL32902402,"Tuesday, July 01, 2025",789902,25891402,405
FJUL32903603,01-07-2025,789903,25891603,115
FJUL32903603,"Tuesday, July 01, 2025",789903,25891603,115
FJUL33101403,"Tuesday, July 01, 2025",789101,25891403,283
FJUL33101403,"Tuesday, July 01, 2025",789101,25891101,349
FJUL33102601,"Tuesday, July 01, 2025",789102,25891601,180
FJUL33102601,"Tuesday, July 01, 2025",789102,25891202,419
FJUL33122301,"Tuesday, July 01, 2025",789122,99999999,26
FJUL33122301,"Tuesday, July 01, 2025",789122,25891103,403
FJUL33221503,"Tuesday, July 01, 2025",789221,25891503,101
FJUL33221503,01-07-2025,789221,25891503,101
FJUL33303501,"Tuesday, July 01, 2025",789303,25891103,335
FJUL33303501,"Tuesday, July 01, 2025",789303,25891501,105
FJUL33520601,01-07-2025,789520,25891302,34
FJUL33520601,"Tuesday, July 01, 2025",789520,25891601,146
FJUL33621603,01-07-2025,789621,25891203,138
FJUL33621603,"Tuesday, July 01, 2025",789621,25891603,69
FJUL33622502,"Tuesday, July 01, 2025",789622,25891502,132
FJUL33622502,01-07-2025,789622,25891202,294
FJUL33720202,"Tuesday, July 01, 2025",789720,25891102,483
FJUL33720202,"Tuesday, July 01, 2025",789720,25891202,270
FJUL33720501,"Tuesday, July 01, 2025",789720,25891501,182
FJUL33720501,"Tuesday, July 01, 2025",789720,25891501,182
FJUL33902203,01-07-2025,789902,25891203,299
FJUL33902203,"Tuesday, July 01, 2025",789902,25891102,395
FJUL34101201,"Tuesday, July 01, 2025",789101,25891201,489
FJUL34101201,"Tuesday, July 01, 2025",789101,25891201,489
FJUL34122303,"Tuesday, July 01, 2025",789122,25891101,390
FJUL34122303,"Tuesday, July 01, 2025",789122,25891303,33
FJUL34201202,01-07-2025,789201,77777777,353
FJUL34201202,"Tuesday, July 01, 2025",789201,25891202,
FJUL34202301,01-07-2025,789202,25891301,45
FJUL34202301,01-07-2025,789202,25891101,431
FJUL34203601,01-07-2025,789203,25891601,110
FJUL34203601,01-07-2025,ABC987,25891301,100
FJUL34301602,"Tuesday, July 01, 2025",ABC987,25891201,308
FJUL34301602,"Tuesday, July 01, 2025",789301,99999999,83
FJUL34401102,01-07-2025,789401,25891102,369
FJUL34401102,"Tuesday, July 01, 2025",789401,25891101,454
FJUL34402202,"Tuesday, July 01, 2025",789402,25891103,272
FJUL34402202,"Tuesday, July 01, 2025",789402,25891202,457
FJUL34420501,"Tuesday, July 01, 2025",789420,25891501,210
FJUL34420501,01-07-2025,789420,25891101,494
FJUL34421301,"Tuesday, July 01, 2025",789421,25891301,45
FJUL34421301,"Tuesday, July 01, 2025",INVALID,25891102,391
FJUL34421601,01-07-2025,789421,25891601,
FJUL34421601,"Tuesday, July 01, 2025",789421,25891202,125
FJUL34501203,01-07-2025,789501,25891203,
FJUL34501203,"Tuesday, July 01, 2025",789501,25891103,327
FJUL34520302,"Tuesday, July 01, 2025",789520,25891302,22
FJUL34520302,"Tuesday, July 01, 2025",789520,25891102,
FJUL34520503,"Tuesday, July 01, 2025",789520,25891502,129
FJUL34520503,"Tuesday, July 01, 2025",789520,25891503,221
FJUL34522403,"Tuesday, July 01, 2025",789522,25891301,38
FJUL34522403,"Tuesday, July 01, 2025",789522,25891403,320
FJUL34601402,01-07-2025,789601,25891103,310
FJUL34601402,"Tuesday, July 01, 2025",XYZ123,25891402,208
FJUL34603302,"Tuesday, July 01, 2025",789603,25891302,37
FJUL34603302,"Tuesday, July 01, 2025",789603,25891103,378
FJUL34603401,"Tuesday, July 01, 2025",INVALID,25891401,313
FJUL34603401,"Tuesday, July 01, 2025",INVALID,25891401,313
FJUL34621601,01-07-2025,789621,25891601,170
FJUL34621601,"Tuesday, July 01, 2025",789621,25891402,220
FJUL34721502,"Tuesday, July 01, 2025",789721,25891302,60
FJUL34721502,"Tuesday, July 01, 2025",789721,25891502,98
FJUL34721503,"Tuesday, July 01, 2025",789721,25891503,137
FJUL34721503,01-07-2025,789721,25891402,414
FJUL32102102,"Tuesday, July 01, 2025",789102,25891102,496
FJUL32102202,"Tuesday, July 01, 2025",789102,25891202,106
FJUL32121301,"Tuesday, July 01, 2025",789121,25891301,65
FJUL32121403,01-07-2025,789121,25891403,
FJUL32121603,"Tuesday, July 01, 2025",789121,25891603,180
FJUL32122401,"Tuesday, July 01, 2025",789122,25891401,228
FJUL32201502,01-07-2025,789201,88888888,160
FJUL32203101,"Tuesday, July 01, 2025",789203,25891101,389
FJUL32221303,"Tuesday, July 01, 2025",XYZ123,25891303,42
FJUL32301302,"Tuesday, July 01, 2025",789301,25891302,29
FJUL32303603,01-07-2025,789303,25891603,169
FJUL32320202,"Tuesday, July 01, 2025",789320,25891202,211
FJUL32321103,"Tuesday, July 01, 2025",789321,25891103,478
FJUL32321201,01-07-2025,789321,25891201,374
FJUL32401103,"Tuesday, July 01, 2025",789401,25891103,476
FJUL32402303,"Tuesday, July 01, 2025",789402,25891303,54
FJUL32420102,"Tuesday, July 01, 2025",789420,77777777,310
FJUL32421102,"Tuesday, July 01, 2025",789421,25891102,278
FJUL32421203,"Tuesday, July 01, 2025",789421,25891203,419
FJUL32421601,"Tuesday, July 01, 2025",789421,25891601,103
FJUL32421603,"Tuesday, July 01, 2025",XYZ123,25891603,155
FJUL32422301,01-07-2025,789422,25891301,63
FJUL32422302,"Tuesday, July 01, 2025",789422,25891302,54
FJUL32422503,"Tuesday, July 01, 2025",789422,25891503,110
FJUL32501201,"Tuesday, July 01, 2025",789501,25891201,273
FJUL32520302,"Tuesday, July 01, 2025",789520,25891302,49
FJUL32521202,01-07-2025,789521,25891202,479
FJUL32521302,01-07-2025,789521,25891302,34
FJUL32522301,"Tuesday, July 01, 2025",789522,25891301,46
FJUL32522303,"Tuesday, July 01, 2025",789522,25891303,50
FJUL32601103,"Tuesday, July 01, 2025",789601,25891103,294
FJUL32601303,"Tuesday, July 01, 2025",789601,25891303,95
FJUL32603203,"Tuesday, July 01, 2025",789603,25891203,460
FJUL32621103,"Tuesday, July 01, 2025",789621,25891103,431
FJUL32622402,01-07-2025,789622,25891402,247
FJUL32622503,01-07-2025,789622,25891503,198
FJUL32902601,"Tuesday, July 01, 2025",789902,25891601,88
FJUL33101202,"Tuesday, July 01, 2025",789101,25891202,150
FJUL33103401,"Tuesday, July 01, 2025",789103,25891401,291
FJUL33121302,"Tuesday, July 01, 2025",789121,25891302,26
FJUL33122402,01-07-2025,789122,25891402,437
FJUL33221402,"Tuesday, July 01, 2025",789221,25891402,342
FJUL33301301,"Tuesday, July 01, 2025",789301,25891301,83
FJUL33320202,01-07-2025,789320,25891202,188
FJUL33320503,"Tuesday, July 01, 2025",789320,25891503,140
FJUL33321601,"Tuesday, July 01, 2025",789321,25891601,157
FJUL33402203,"Tuesday, July 01, 2025",789402,25891203,491
FJUL33420101,"Tuesday, July 01, 2025",789420,25891101,306
FJUL33420301,"Tuesday, July 01, 2025",789420,25891301,18
FJUL33420603,"Tuesday, July 01, 2025",789420,25891603,129
FJUL33421301,"Tuesday, July 01, 2025",789421,25891301,67
FJUL33422301,"Tuesday, July 01, 2025",789422,25891301,60
FJUL33521201,"Tuesday, July 01, 2025",789521,25891201,463
FJUL33521202,"Tuesday, July 01, 2025",789521,25891202,347
FJUL33521502,"Tuesday, July 01, 2025",789521,25891502,167
FJUL33522103,"Tuesday, July 01, 2025",ABC987,25891103,384
FJUL33522202,01-07-2025,789522,88888888,252
FJUL33601202,01-07-2025,789601,25891202,390
FJUL33601303,01-07-2025,INVALID,25891303,66
FJUL33603603,"Tuesday, July 01, 2025",789603,25891603,183
FJUL33621102,01-07-2025,789621,25891102,480
FJUL33621302,"Tuesday, July 01, 2025",789621,25891302,56
FJUL33702302,01-07-2025,789702,25891302,30
FJUL33703303,"Tuesday, July 01, 2025",789703,25891303,76
FJUL33720503,"Tuesday, July 01, 2025",XYZ123,25891503,146
FJUL33903601,"Tuesday, July 01, 2025",789903,25891601,
FJUL34101301,01-07-2025,ABC987,25891301,76
FJUL34121203,"Tuesday, July 01, 2025",789121,25891203,480
FJUL34121303,01-07-2025,789121,25891303,49
FJUL34121501,"Tuesday, July 01, 2025",789121,25891501,127
FJUL34122102,"Tuesday, July 01, 2025",789122,25891102,399
FJUL34122103,"Tuesday, July 01, 2025",789122,25891103,458
FJUL34122402,"Tuesday, July 01, 2025",789122,25891402,205
FJUL34122601,"Tuesday, July 01, 2025",789122,25891601,61
FJUL34201201,01-07-2025,789201,25891201,233
FJUL34221301,"Tuesday, July 01, 2025",789221,25891301,44
FJUL34301103,"Tuesday, July 01, 2025",789301,77777777,351
FJUL34320102,"Tuesday, July 01, 2025",XYZ123,25891102,432
FJUL34320602,01-07-2025,789320,25891602,190
FJUL34401402,"Tuesday, July 01, 2025",789401,25891402,468
FJUL34420303,"Tuesday, July 01, 2025",789420,25891303,57
FJUL34422101,"Tuesday, July 01, 2025",789422,99999999,444
FJUL34422403,"Tuesday, July 01, 2025",789422,25891403,252
FJUL34503502,"Tuesday, July 01, 2025",789503,25891502,231
FJUL34522601,"Tuesday, July 01, 2025",789522,25891601,163
FJUL34621103,"Tuesday, July 01, 2025",789621,88888888,339
FJUL34622101,"Tuesday, July 01, 2025",789622,25891101,402
FJUL34720303,"Tuesday, July 01, 2025",789720,25891303,27
FJUL34720402,"Tuesday, July 01, 2025",789720,25891402,448
FJUL34721103,"Tuesday, July 01, 2025",789721,25891103,468
FJUL34902102,"Tuesday, July 01, 2025",789902,25891102,465
FJUL34902103,01-07-2025,789902,25891103,410
FJUL34902202,"Tuesday, July 01, 2025",789902,25891202,311
